MDL_YR,FCTRY_CD,MDL_NM,SALE_MTH,QTY
2010,SSS,INSIGHT,2009-07,2338
2009,HCM,MDX,2009-07,2494
2008,HMA,ODYSSEY,2009-07,19
2008,HMA,PILOT,2009-07,6
2008,MAP,RDX,2009-07,8
2008,HCM,RIDGELINE,2009-07,87
2008,CSS,RL,2009-07,9
2008,SSS,S2000,2009-07,37
2009,MAP,TL,2009-07,3308
2009,CSS,TSX,2009-07,1033
2010,CSS,TSX,2009-07,1205
2009,CSS,ACCORD,2009-08,1055
2009,HMA,ACCORD,2009-08,1801
2010,HMA,ACCORD,2009-08,48
2008,MAP,ACCORD,2009-08,97
2008,ELP,CIVIC,2009-08,13
2009,HCM,CIVIC,2009-08,27945
2009,HMIN,CIVIC,2009-08,13111
2009,SSS,CIVIC,2009-08,696
2008,CSS,CRV,2009-08,29
2009,ELP,CRV,2009-08,18289
2009,ELP,ELEMENT,2009-08,2356
2008,SSS,FIT,2009-08,3
2010,SSS,INSIGHT,2009-08,4199
2008,MAP,TL,2009-07,13
2008,CSS,TSX,2009-07,2
2008,CSS,ACCORD,2009-08,20
2009,MAP,ACCORD,2009-08,36463
2010,MAP,ACCORD,2009-08,106
2009,ELP,CIVIC,2009-08,1244
2008,HCM,CIVIC,2009-08,99
2008,SSS,CIVIC,2009-08,7
2009,CSS,CRV,2009-08,6491
2008,ELP,CRV,2009-08,14
2009,HDM,CRV,2009-08,5245
2008,ELP,ELEMENT,2009-08,30
2009,CSS,FIT,2009-08,3145
2009,SSS,FIT,2009-08,10290
2009,HCM,MDX,2009-08,2817
2009,HMA,ODYSSEY,2009-08,4622
2010,HMA,ODYSSEY,2009-08,4227
2008,HMA,PILOT,2009-08,8
2008,MAP,RDX,2009-08,7
2009,HCM,RIDGELINE,2009-08,46
2009,HMA,RIDGELINE,2009-08,1417
2010,HMA,RIDGELINE,2009-08,22
2008,CSS,RL,2009-08,16
2008,SSS,S2000,2009-08,30
2009,MAP,TL,2009-08,2993
2009,CSS,TSX,2009-08,643
2010,CSS,TSX,2009-08,2274
2009,CSS,ACCORD,2009-09,438
2009,HMA,ACCORD,2009-09,1089
2010,HMA,ACCORD,2009-09,881
2008,MAP,ACCORD,2009-09,43
2008,ELP,CIVIC,2009-09,2
2009,HCM,CIVIC,2009-09,9610
2010,HCM,CIVIC,2009-09,1227
2009,HMIN,CIVIC,2009-09,4361
2010,HMIN,CIVIC,2009-09,475
2009,SSS,CIVIC,2009-09,154
2008,CSS,CRV,2009-09,15
2009,ELP,CRV,2009-09,9366
2010,ELP,CRV,2009-09,512
2009,ELP,ELEMENT,2009-09,807
2008,SSS,FIT,2009-09,1
2010,SSS,INSIGHT,2009-09,1739
2008,HCM,MDX,2009-09,3
2008,HMA,ODYSSEY,2009-09,4
2009,HMA,PILOT,2009-09,940
2010,HMA,PILOT,2009-09,4468
2009,MAP,RDX,2009-09,105
2010,MAP,RDX,2009-09,646
2008,HCM,RIDGELINE,2009-09,15
2009,CSS,RL,2009-09,43
2010,CSS,RL,2009-09,98
2009,SSS,S2000,2009-09,9
2008,MAP,TL,2009-09,1
2009,CSS,ACCORD,2009-10,346
2009,HMA,ACCORD,2009-10,503
2010,HMA,ACCORD,2009-10,1755
2008,MAP,ACCORD,2009-10,17
2009,ELP,CIVIC,2009-10,191
2008,HCM,CIVIC,2009-10,26
2009,HMIN,CIVIC,2009-10,2331
2010,HMIN,CIVIC,2009-10,1910
2009,CSS,CRV,2009-10,1192
2010,CSS,CRV,2009-10,927
2009,HDM,CRV,2009-10,1712
2010,HDM,CRV,2009-10,3
2009,ELP,ELEMENT,2009-10,449
2010,ELP,ELEMENT,2009-10,370
2009,CSS,FIT,2009-10,1045
2010,CSS,FIT,2009-10,1529
2009,SSS,FIT,2009-10,968
2010,SSS,INSIGHT,2009-10,1645
2009,HCM,MDX,2009-10,3529
2008,HMA,ODYSSEY,2009-10,4
2008,HMA,PILOT,2009-10,1
2009,HCM,RIDGELINE,2009-10,56
2009,HMA,RIDGELINE,2009-10,983
2010,HMA,RIDGELINE,2009-10,429
2008,CSS,RL,2009-10,5
2008,SSS,S2000,2009-10,11
2009,MAP,TL,2009-10,906
2010,MAP,TL,2009-10,1451
2009,CSS,TSX,2009-10,71
2010,CSS,TSX,2009-10,2090
2008,CSS,ACCORD,2009-11,5
2009,MAP,ACCORD,2009-11,4906
2010,MAP,ACCORD,2009-11,11235
2008,ELP,CIVIC,2009-11,2
2009,HCM,CIVIC,2009-11,2289
2010,HCM,CIVIC,2009-11,7544
2009,SSS,CIVIC,2009-11,101
2010,SSS,CIVIC,2009-11,151
2010,ELP,CROSSTOUR,2009-11,478
2008,CSS,CRV,2009-11,1
2009,ELP,CRV,2009-11,1243
2010,ELP,CRV,2009-11,10739
2008,ELP,ELEMENT,2009-11,4
2009,HMA,ODYSSEY,2009-11,202
2010,HMA,ODYSSEY,2009-11,6518
2009,HMA,PILOT,2009-11,193
2010,HMA,PILOT,2009-11,6616
2009,MAP,RDX,2009-11,26
2010,MAP,RDX,2009-11,965
2008,HCM,RIDGELINE,2009-11,16
2009,CSS,RL,2009-11,23
2010,CSS,RL,2009-11,154
2009,SSS,S2000,2009-11,16
2008,MAP,TL,2009-11,2
2009,MAP,ACCORD,2009-12,3392
2010,MAP,ACCORD,2009-12,17112
2009,ELP,CIVIC,2009-12,120
2008,HCM,CIVIC,2009-12,6
2008,SSS,CIVIC,2009-12,2
2009,ELP,CRV,2009-12,826
2010,ELP,CRV,2009-12,12524
2008,ELP,ELEMENT,2009-12,6
2009,HMA,ODYSSEY,2009-12,95
2010,HMA,ODYSSEY,2009-12,7884
2008,HMA,PILOT,2009-12,3
2009,MAP,RDX,2009-12,16
2010,MAP,RDX,2009-12,1075
2009,HCM,RIDGELINE,2009-12,37
2009,HMA,RIDGELINE,2009-12,584
2010,HMA,RIDGELINE,2009-12,731
2009,CSS,RL,2009-12,15
2010,CSS,RL,2009-12,169
2008,SSS,S2000,2009-12,12
2008,MAP,TL,2009-12,1
2010,HCM,ZDX,2009-12,37
2009,MAP,ACCORD,2010-01,1534
2010,MAP,ACCORD,2010-01,18026
2008,ELP,CIVIC,2010-01,1
2009,HCM,CIVIC,2010-01,679
2010,HCM,CIVIC,2010-01,10515
2009,SSS,CIVIC,2010-01,64
2010,SSS,CIVIC,2010-01,217
2010,ELP,CROSSTOUR,2010-01,1951
2009,CSS,CRV,2010-01,93
2010,CSS,CRV,2010-01,586
2009,HDM,CRV,2010-01,252
2010,HDM,CRV,2010-01,1658
2009,ELP,ELEMENT,2010-01,101
2010,ELP,ELEMENT,2010-01,780
2009,TSS,FCX,2010-01,2
2009,CSS,FIT,2010-01,112
2010,CSS,FIT,2010-01,2742
2009,SSS,FIT,2010-01,164
2010,SSS,INSIGHT,2010-01,1446
2009,HCM,MDX,2010-01,222
2010,HCM,MDX,2010-01,2350
2008,HMA,ODYSSEY,2010-01,6
2009,HMA,PILOT,2010-01,41
2010,HMA,PILOT,2010-01,5580
2008,HCM,RIDGELINE,2010-01,2
2009,CSS,RL,2010-01,11
2010,CSS,RL,2010-01,125
2009,SSS,S2000,2010-01,8
2009,CSS,TSX,2010-01,20
2010,CSS,TSX,2010-01,2122
2009,MAP,ACCORD,2010-02,907
2010,MAP,ACCORD,2010-02,17841
2009,ELP,CIVIC,2010-02,53
2008,HCM,CIVIC,2010-02,4
2009,CSS,CRV,2010-02,37
2010,CSS,CRV,2010-02,150
2009,HDM,CRV,2010-02,107
2010,HDM,CRV,2010-02,1405
2009,ELP,ELEMENT,2010-02,56
2010,ELP,ELEMENT,2010-02,845
2009,TSS,FCX,2010-02,3
2009,CSS,FIT,2010-02,60
2010,CSS,FIT,2010-02,2752
2009,SSS,FIT,2010-02,104
2010,SSS,INSIGHT,2010-02,1878
2009,HCM,MDX,2010-02,58
2010,HCM,MDX,2010-02,3168
2008,MAP,RDX,2010-02,2
2009,HCM,RIDGELINE,2010-02,6
2009,HMA,RIDGELINE,2010-02,86
2010,HMA,RIDGELINE,2010-02,857
2009,CSS,RL,2010-02,8
2010,CSS,RL,2010-02,119
2008,HCM,MDX,2009-08,1
2008,HMA,ODYSSEY,2009-08,8
2009,HMA,PILOT,2009-08,1367
2010,HMA,PILOT,2009-08,6374
2009,MAP,RDX,2009-08,445
2010,MAP,RDX,2009-08,272
2008,HCM,RIDGELINE,2009-08,42
2009,CSS,RL,2009-08,69
2010,CSS,RL,2009-08,65
2009,SSS,S2000,2009-08,26
2008,MAP,TL,2009-08,8
2008,CSS,TSX,2009-08,6
2008,CSS,ACCORD,2009-09,7
2009,MAP,ACCORD,2009-09,15296
2010,MAP,ACCORD,2009-09,3099
2009,ELP,CIVIC,2009-09,257
2008,HCM,CIVIC,2009-09,31
2008,SSS,CIVIC,2009-09,1
2009,CSS,CRV,2009-09,2859
2010,CSS,CRV,2009-09,329
2008,ELP,CRV,2009-09,5
2009,HDM,CRV,2009-09,1394
2008,ELP,ELEMENT,2009-09,11
2009,CSS,FIT,2009-09,1301
2009,SSS,FIT,2009-09,1942
2009,HCM,MDX,2009-09,2195
2009,HMA,ODYSSEY,2009-09,1215
2010,HMA,ODYSSEY,2009-09,4489
2009,HCM,RIDGELINE,2009-09,44
2009,HMA,RIDGELINE,2009-09,1214
2010,HMA,RIDGELINE,2009-09,155
2008,CSS,RL,2009-09,3
2008,SSS,S2000,2009-09,25
2009,MAP,TL,2009-09,1634
2010,MAP,TL,2009-09,402
2009,CSS,TSX,2009-09,142
2010,CSS,TSX,2009-09,1943
2008,CSS,ACCORD,2009-10,2
2009,MAP,ACCORD,2009-10,10881
2010,MAP,ACCORD,2009-10,8391
2008,ELP,CIVIC,2009-10,1
2009,HCM,CIVIC,2009-10,4936
2010,HCM,CIVIC,2009-10,5388
2009,SSS,CIVIC,2009-10,153
2010,SSS,CIVIC,2009-10,75
2008,CSS,CRV,2009-10,5
2009,ELP,CRV,2009-10,3849
2010,ELP,CRV,2009-10,7235
2008,HDM,CRV,2009-10,1
2008,ELP,ELEMENT,2009-10,5
2008,HCM,MDX,2009-10,3
2009,HMA,ODYSSEY,2009-10,499
2010,HMA,ODYSSEY,2009-10,5969
2009,HMA,PILOT,2009-10,491
2010,HMA,PILOT,2009-10,5571
2009,MAP,RDX,2009-10,53
2010,MAP,RDX,2009-10,848
2008,HCM,RIDGELINE,2009-10,12
2009,CSS,RL,2009-10,27
2010,CSS,RL,2009-10,120
2009,SSS,S2000,2009-10,6
2008,MAP,TL,2009-10,1
2008,CSS,TSX,2009-10,2
2009,CSS,ACCORD,2009-11,176
2009,HMA,ACCORD,2009-11,211
2010,HMA,ACCORD,2009-11,1506
2008,MAP,ACCORD,2009-11,20
2009,ELP,CIVIC,2009-11,107
2008,HCM,CIVIC,2009-11,11
2009,HMIN,CIVIC,2009-11,1037
2010,HMIN,CIVIC,2009-11,3218
2008,SSS,CIVIC,2009-11,2
2009,CSS,CRV,2009-11,408
2010,CSS,CRV,2009-11,772
2008,ELP,CRV,2009-11,1
2009,HDM,CRV,2009-11,1004
2010,HDM,CRV,2009-11,507
2009,ELP,ELEMENT,2009-11,245
2010,ELP,ELEMENT,2009-11,811
2009,CSS,FIT,2009-11,327
2010,CSS,FIT,2009-11,2980
2009,SSS,FIT,2009-11,413
2010,SSS,INSIGHT,2009-11,1500
2009,HCM,MDX,2009-11,3765
2008,HMA,ODYSSEY,2009-11,1
2008,MAP,RDX,2009-11,1
2009,HCM,RIDGELINE,2009-11,42
2009,HMA,RIDGELINE,2009-11,1013
2010,HMA,RIDGELINE,2009-11,470
2008,CSS,RL,2009-11,2
2008,SSS,S2000,2009-11,11
2008,SSS,S2000,2010-02,3
2009,CSS,TSX,2010-02,13
2010,CSS,TSX,2010-02,2062
2009,CSS,ACCORD,2010-03,28
2009,HMA,ACCORD,2010-03,47
2010,HMA,ACCORD,2010-03,1633
2008,MAP,ACCORD,2010-03,1
2009,HCM,CIVIC,2010-03,408
2010,HCM,CIVIC,2010-03,14634
2009,HMIN,CIVIC,2010-03,155
2010,HMIN,CIVIC,2010-03,7876
2009,SSS,CIVIC,2010-03,69
2010,SSS,CIVIC,2010-03,542
2010,ELP,CROSSTOUR,2010-03,2759
2009,ELP,CRV,2010-03,54
2010,ELP,CRV,2010-03,13595
2008,ELP,ELEMENT,2010-03,1
2009,HMA,ODYSSEY,2010-03,28
2010,HMA,ODYSSEY,2010-03,11421
2009,HMA,PILOT,2010-03,17
2010,HMA,PILOT,2010-03,9351
2009,MAP,RDX,2010-03,1
2010,MAP,RDX,2010-03,1092
2008,CSS,RL,2010-03,2
2009,SSS,S2000,2010-03,16
2009,MAP,TL,2010-03,69
2010,MAP,TL,2010-03,4145
2010,HCM,ZDX,2010-03,273
2009,MAP,ACCORD,2010-04,351
2010,MAP,ACCORD,2010-04,27302
2009,HCM,CIVIC,2010-04,167
2010,HCM,CIVIC,2010-04,15686
2009,SSS,CIVIC,2010-04,36
2010,SSS,CIVIC,2010-04,592
2010,ELP,CROSSTOUR,2010-04,2465
2009,ELP,CRV,2010-04,17
2010,ELP,CRV,2010-04,14574
2009,ELP,ELEMENT,2010-04,14
2010,ELP,ELEMENT,2010-04,1219
2010,SSS,INSIGHT,2010-04,1889
2008,HCM,MDX,2010-04,1
2009,HMA,PILOT,2010-04,7
2010,HMA,PILOT,2010-04,2481
2009,MAP,RDX,2010-04,4
2010,MAP,RDX,2010-04,1163
2008,CSS,RL,2010-04,1
2009,SSS,S2000,2010-04,8
2009,MAP,TL,2010-04,42
2010,MAP,TL,2010-04,2810
2010,HCM,ZDX,2010-04,233
2009,CSS,ACCORD,2010-05,9
2009,HMA,ACCORD,2010-05,9
2010,HMA,ACCORD,2010-05,1262
2008,MAP,ACCORD,2010-05,5
2009,ELP,CIVIC,2010-05,19
2008,HCM,CIVIC,2010-05,1
2009,HMIN,CIVIC,2010-05,46
2010,HMIN,CIVIC,2010-05,9711
2009,CSS,CRV,2010-05,7
2010,CSS,CRV,2010-05,1361
2009,HDM,CRV,2010-05,5
2010,HDM,CRV,2010-05,1206
2008,ELP,ELEMENT,2010-05,2
2009,CSS,FIT,2010-05,14
2010,CSS,FIT,2010-05,1777
2009,SSS,FIT,2010-05,36
2010,SSS,FIT,2010-05,2381
2009,HCM,MDX,2010-05,6
2010,HCM,MDX,2010-05,3847
2009,HMA,ODYSSEY,2010-05,10
2010,HMA,ODYSSEY,2010-05,9237
2008,HMA,PILOT,2010-05,5
2011,HMA,PILOT,2010-05,8880
2008,MAP,RDX,2010-05,1
2009,HCM,RIDGELINE,2010-05,1
2009,HMA,RIDGELINE,2010-05,12
2010,HMA,RIDGELINE,2010-05,1755
2009,CSS,RL,2010-05,2
2010,CSS,RL,2010-05,145
2008,SSS,S2000,2010-05,4
2008,MAP,TL,2010-05,3
2009,CSS,TSX,2010-05,15
2010,CSS,TSX,2010-05,2625
2009,CSS,ACCORD,2010-06,11
2009,HMA,ACCORD,2010-06,7
2010,HMA,ACCORD,2010-06,1162
2008,MAP,ACCORD,2010-06,1
2009,HCM,CIVIC,2010-06,119
2010,HCM,CIVIC,2010-06,17608
2009,HMIN,CIVIC,2010-06,32
2010,HMIN,CIVIC,2010-06,9769
2009,MAP,TL,2009-11,379
2010,MAP,TL,2009-11,1837
2009,CSS,TSX,2009-11,49
2010,CSS,TSX,2009-11,2221
2009,CSS,ACCORD,2009-12,148
2009,HMA,ACCORD,2009-12,137
2010,HMA,ACCORD,2009-12,1714
2008,MAP,ACCORD,2009-12,37
2008,ELP,CIVIC,2009-12,2
2009,HCM,CIVIC,2009-12,1438
2010,HCM,CIVIC,2009-12,11370
2009,HMIN,CIVIC,2009-12,784
2010,HMIN,CIVIC,2009-12,5124
2009,SSS,CIVIC,2009-12,100
2010,SSS,CIVIC,2009-12,325
2010,ELP,CROSSTOUR,2009-12,1771
2009,CSS,CRV,2009-12,279
2010,CSS,CRV,2009-12,1027
2008,ELP,CRV,2009-12,13
2009,HDM,CRV,2009-12,809
2010,HDM,CRV,2009-12,1307
2009,ELP,ELEMENT,2009-12,181
2010,ELP,ELEMENT,2009-12,1068
2009,CSS,FIT,2009-12,193
2010,CSS,FIT,2009-12,3607
2009,SSS,FIT,2009-12,279
2010,SSS,INSIGHT,2009-12,1409
2009,HCM,MDX,2009-12,1780
2010,HCM,MDX,2009-12,693
2008,HMA,ODYSSEY,2009-12,13
2009,HMA,PILOT,2009-12,107
2010,HMA,PILOT,2009-12,8026
2008,MAP,RDX,2009-12,1
2008,HCM,RIDGELINE,2009-12,14
2008,CSS,RL,2009-12,2
2009,SSS,S2000,2009-12,7
2009,MAP,TL,2009-12,246
2010,MAP,TL,2009-12,2428
2009,CSS,TSX,2009-12,29
2010,CSS,TSX,2009-12,2430
2009,CSS,ACCORD,2010-01,71
2009,HMA,ACCORD,2010-01,69
2010,HMA,ACCORD,2010-01,1247
2008,MAP,ACCORD,2010-01,5
2009,ELP,CIVIC,2010-01,59
2008,HCM,CIVIC,2010-01,4
2009,HMIN,CIVIC,2010-01,313
2010,HMIN,CIVIC,2010-01,4698
2009,ELP,CRV,2010-01,293
2010,ELP,CRV,2010-01,8128
2008,ELP,ELEMENT,2010-01,2
2008,HCM,MDX,2010-01,1
2009,HMA,ODYSSEY,2010-01,33
2010,HMA,ODYSSEY,2010-01,5508
2009,MAP,RDX,2010-01,9
2010,MAP,RDX,2010-01,836
2009,HCM,RIDGELINE,2010-01,15
2009,HMA,RIDGELINE,2010-01,190
2010,HMA,RIDGELINE,2010-01,660
2008,SSS,S2000,2010-01,8
2009,MAP,TL,2010-01,146
2010,MAP,TL,2010-01,2171
2010,HCM,ZDX,2010-01,187
2009,CSS,ACCORD,2010-02,34
2009,HMA,ACCORD,2010-02,46
2010,HMA,ACCORD,2010-02,1176
2008,MAP,ACCORD,2010-02,2
2009,HCM,CIVIC,2010-02,478
2010,HCM,CIVIC,2010-02,10119
2009,HMIN,CIVIC,2010-02,225
2010,HMIN,CIVIC,2010-02,5211
2009,SSS,CIVIC,2010-02,28
2010,SSS,CIVIC,2010-02,306
2010,ELP,CROSSTOUR,2010-02,2352
2009,ELP,CRV,2010-02,127
2010,ELP,CRV,2010-02,9923
2009,HMA,ODYSSEY,2010-02,19
2010,HMA,ODYSSEY,2010-02,6979
2009,HMA,PILOT,2010-02,29
2010,HMA,PILOT,2010-02,6451
2009,MAP,RDX,2010-02,4
2010,MAP,RDX,2010-02,826
2008,HCM,RIDGELINE,2010-02,5
2008,CSS,RL,2010-02,1
2009,SSS,S2000,2010-02,6
2009,MAP,TL,2010-02,95
2010,MAP,TL,2010-02,2172
2010,HCM,ZDX,2010-02,171
2009,MAP,ACCORD,2010-03,810
2010,MAP,ACCORD,2010-03,25788
2009,ELP,CIVIC,2010-03,55
2009,SSS,CIVIC,2010-06,23
2010,SSS,CIVIC,2010-06,597
2010,ELP,CROSSTOUR,2010-06,1944
2010,CSS,CRV,2010-06,2827
2009,HDM,CRV,2010-06,5
2010,HDM,CRV,2010-06,1072
2010,TSS,FCX,2010-06,1
2009,CSS,FIT,2010-06,14
2010,CSS,FIT,2010-06,2039
2009,SSS,FIT,2010-06,21
2010,SSS,FIT,2010-06,2020
2009,HCM,MDX,2010-06,6
2010,HCM,MDX,2010-06,4053
2009,HMA,ODYSSEY,2010-06,5
2010,HMA,ODYSSEY,2010-06,9669
2009,HMA,PILOT,2010-06,3
2010,HMA,PILOT,2010-06,183
2011,HMA,RIDGELINE,2010-06,15
2009,CSS,RL,2010-06,2
2010,CSS,RL,2010-06,162
2009,SSS,S2000,2010-06,3
2009,CSS,TSX,2010-06,10
2010,CSS,TSX,2010-06,2665
2009,MAP,ACCORD,2010-07,116
2010,MAP,ACCORD,2010-07,20715
2009,ELP,CIVIC,2010-07,21
2008,HCM,CIVIC,2010-07,2
2009,ELP,CRV,2010-07,5
2010,ELP,CRV,2010-07,12621
2008,HDM,CRV,2010-07,1
2009,ELP,ELEMENT,2010-07,7
2010,ELP,ELEMENT,2010-07,1487
2010,SSS,INSIGHT,2010-07,1749
2008,HMA,ODYSSEY,2010-07,1
2008,HMA,PILOT,2010-07,1
2011,HMA,PILOT,2010-07,8974
2010,MAP,RDX,2010-07,1511
2009,HMA,RIDGELINE,2010-07,2
2010,HMA,RIDGELINE,2010-07,1221
2008,SSS,S2000,2010-07,2
2009,MAP,TL,2010-07,13
2010,MAP,TL,2010-07,2784
2010,HCM,ZDX,2010-07,538
2009,CSS,ACCORD,2010-08,2
2009,HMA,ACCORD,2010-08,8
2010,HMA,ACCORD,2010-08,1075
2008,MAP,ACCORD,2010-08,1
2011,MAP,ACCORD,2010-08,130
2008,ELP,CIVIC,2010-08,1
2009,HCM,CIVIC,2010-08,50
2010,HCM,CIVIC,2010-08,13871
2009,HMIN,CIVIC,2010-08,14
2010,HMIN,CIVIC,2010-08,9247
2009,SSS,CIVIC,2010-08,15
2010,SSS,CIVIC,2010-08,787
2009,CSS,CRV,2010-08,1
2010,CSS,CRV,2010-08,5783
2010,HDM,CRV,2010-08,1207
2009,ELP,ELEMENT,2010-08,4
2010,ELP,ELEMENT,2010-08,1499
2009,CSS,FIT,2010-08,4
2010,CSS,FIT,2010-08,1673
2009,SSS,FIT,2010-08,10
2010,SSS,FIT,2010-08,4963
2010,SSS,INSIGHT,2010-08,2153
2009,HCM,MDX,2010-08,1
2010,HCM,MDX,2010-08,4677
2009,HMA,PILOT,2010-08,3
2010,HMA,PILOT,2010-08,48
2011,MAP,RDX,2010-08,387
2009,HMA,RIDGELINE,2010-08,2
2010,HMA,RIDGELINE,2010-08,897
2009,CSS,RL,2010-08,2
2010,CSS,RL,2010-08,203
2009,SSS,S2000,2010-08,4
2009,CSS,TSX,2010-08,3
2010,CSS,TSX,2010-08,2743
2011,CSS,ACCORD,2010-09,1
2011,HMA,ACCORD,2010-09,148
2009,MAP,ACCORD,2010-09,35
2010,MAP,ACCORD,2010-09,18075
2009,ELP,CIVIC,2010-09,6
2011,HCM,CIVIC,2010-09,566
2011,HMIN,CIVIC,2010-09,302
2011,SSS,CIVIC,2010-09,24
2010,ELP,CROSSTOUR,2010-09,2501
2011,CSS,CRV,2010-09,304
2009,ELP,CRV,2010-09,1
2010,ELP,CRV,2010-09,12124
2011,SSS,CRZ,2010-09,1239
2011,HCM,MDX,2010-09,1302
2008,HCM,CIVIC,2010-03,5
2009,CSS,CRV,2010-03,35
2010,CSS,CRV,2010-03,68
2009,HDM,CRV,2010-03,76
2010,HDM,CRV,2010-03,1679
2009,ELP,ELEMENT,2010-03,55
2010,ELP,ELEMENT,2010-03,1237
2010,TSS,FCX,2010-03,4
2009,CSS,FIT,2010-03,49
2010,CSS,FIT,2010-03,4716
2009,SSS,FIT,2010-03,85
2010,SSS,INSIGHT,2010-03,1863
2009,HCM,MDX,2010-03,23
2010,HCM,MDX,2010-03,3517
2011,HMA,PILOT,2010-03,1536
2009,HCM,RIDGELINE,2010-03,5
2009,HMA,RIDGELINE,2010-03,53
2010,HMA,RIDGELINE,2010-03,1406
2009,CSS,RL,2010-03,8
2010,CSS,RL,2010-03,162
2008,SSS,S2000,2010-03,5
2009,CSS,TSX,2010-03,13
2010,CSS,TSX,2010-03,3235
2009,CSS,ACCORD,2010-04,10
2009,HMA,ACCORD,2010-04,18
2010,HMA,ACCORD,2010-04,1579
2009,ELP,CIVIC,2010-04,28
2008,HCM,CIVIC,2010-04,3
2009,HMIN,CIVIC,2010-04,61
2010,HMIN,CIVIC,2010-04,8441
2009,CSS,CRV,2010-04,7
2010,CSS,CRV,2010-04,138
2009,HDM,CRV,2010-04,34
2010,HDM,CRV,2010-04,1880
2009,CSS,FIT,2010-04,30
2010,CSS,FIT,2010-04,3846
2009,SSS,FIT,2010-04,50
2010,SSS,FIT,2010-04,782
2009,HCM,MDX,2010-04,7
2010,HCM,MDX,2010-04,3711
2009,HMA,ODYSSEY,2010-04,12
2010,HMA,ODYSSEY,2010-04,10620
2011,HMA,PILOT,2010-04,6824
2009,HCM,RIDGELINE,2010-04,3
2009,HMA,RIDGELINE,2010-04,22
2010,HMA,RIDGELINE,2010-04,1720
2009,CSS,RL,2010-04,6
2010,CSS,RL,2010-04,150
2008,SSS,S2000,2010-04,5
2008,MAP,TL,2010-04,2
2009,CSS,TSX,2010-04,10
2010,CSS,TSX,2010-04,2605
2009,MAP,ACCORD,2010-05,246
2010,MAP,ACCORD,2010-05,24675
2008,ELP,CIVIC,2010-05,2
2009,HCM,CIVIC,2010-05,140
2010,HCM,CIVIC,2010-05,16121
2009,SSS,CIVIC,2010-05,28
2010,SSS,CIVIC,2010-05,659
2010,ELP,CROSSTOUR,2010-05,2139
2008,CSS,CRV,2010-05,1
2009,ELP,CRV,2010-05,13
2010,ELP,CRV,2010-05,14428
2009,ELP,ELEMENT,2010-05,24
2010,ELP,ELEMENT,2010-05,1306
2010,SSS,INSIGHT,2010-05,1824
2008,HCM,MDX,2010-05,1
2009,HMA,PILOT,2010-05,8
2010,HMA,PILOT,2010-05,505
2009,MAP,RDX,2010-05,4
2010,MAP,RDX,2010-05,1436
2008,CSS,RL,2010-05,2
2009,SSS,S2000,2010-05,6
2009,MAP,TL,2010-05,37
2010,MAP,TL,2010-05,2692
2008,CSS,TSX,2010-05,1
2010,HCM,ZDX,2010-05,282
2009,MAP,ACCORD,2010-06,187
2010,MAP,ACCORD,2010-06,25168
2009,ELP,CIVIC,2010-06,20
2008,HCM,CIVIC,2010-06,1
2009,ELP,CRV,2010-06,4
2010,ELP,CRV,2010-06,12947
2009,ELP,ELEMENT,2010-06,12
2010,ELP,ELEMENT,2010-06,1272
2010,SSS,INSIGHT,2010-06,1577
2011,HMA,PILOT,2010-06,9225
2009,MAP,RDX,2010-06,4
2010,MAP,RDX,2010-06,1422
2009,HCM,RIDGELINE,2010-06,1
2009,HMA,RIDGELINE,2010-06,4
2010,HMA,RIDGELINE,2010-06,1611
2009,HMA,ODYSSEY,2010-09,3
2010,HMA,ODYSSEY,2010-09,7267
2011,HMA,PILOT,2010-09,8024
2010,MAP,RDX,2010-09,457
2011,HMA,RIDGELINE,2010-09,860
2008,SSS,S2000,2010-09,2
2009,MAP,TL,2010-09,5
2010,MAP,TL,2010-09,2440
2010,HCM,ZDX,2010-09,250
2011,CSS,ACCORD,2010-10,2
2011,HMA,ACCORD,2010-10,289
2009,MAP,ACCORD,2010-10,23
2010,MAP,ACCORD,2010-10,12729
2009,HCM,CIVIC,2010-10,4
2010,HCM,CIVIC,2010-10,8043
2011,HMIN,CIVIC,2010-10,1080
2009,SSS,CIVIC,2010-10,4
2010,SSS,CIVIC,2010-10,489
2009,CSS,CRV,2010-10,2
2010,CSS,CRV,2010-10,2292
2011,ELP,CRV,2010-10,4600
2010,HDM,CRV,2010-10,1385
2011,ELP,ELEMENT,2010-10,1
2010,TSS,FCX,2010-10,2
2010,CSS,FIT,2010-10,815
2010,SSS,FIT,2010-10,3404
2010,HCM,MDX,2010-10,1199
2010,HMA,ODYSSEY,2010-10,2835
2009,HMA,PILOT,2010-10,1
2010,HMA,PILOT,2010-10,13
2011,MAP,RDX,2010-10,1041
2009,HCM,RIDGELINE,2010-10,1
2009,HMA,RIDGELINE,2010-10,1
2010,HMA,RIDGELINE,2010-10,261
2009,CSS,RL,2010-10,2
2010,CSS,RL,2010-10,234
2011,MAP,TL,2010-10,281
2010,CSS,TSX,2010-10,2105
2009,HMA,ACCORD,2010-11,1
2010,HMA,ACCORD,2010-11,263
2008,MAP,ACCORD,2010-11,1
2011,MAP,ACCORD,2010-11,12945
2009,ELP,CIVIC,2010-11,8
2011,HCM,CIVIC,2010-11,7710
2009,HMIN,CIVIC,2010-11,2
2010,HMIN,CIVIC,2010-11,1898
2011,SSS,CIVIC,2010-11,53
2010,ELP,CROSSTOUR,2010-11,2429
