id,species,margin1,margin2,margin3,margin4,margin5,margin6,margin7,margin8,margin9,margin10,margin11,margin12,margin13,margin14,margin15,margin16,margin17,margin18,margin19,margin20,margin21,margin22,margin23,margin24,margin25,margin26,margin27,margin28,margin29,margin30,margin31,margin32,margin33,margin34,margin35,margin36,margin37,margin38,margin39,margin40,margin41,margin42,margin43,margin44,margin45,margin46,margin47,margin48,margin49,margin50,margin51,margin52,margin53,margin54,margin55,margin56,margin57,margin58,margin59,margin60,margin61,margin62,margin63,margin64,shape1,shape2,shape3,shape4,shape5,shape6,shape7,shape8,shape9,shape10,shape11,shape12,shape13,shape14,shape15,shape16,shape17,shape18,shape19,shape20,shape21,shape22,shape23,shape24,shape25,shape26,shape27,shape28,shape29,shape30,shape31,shape32,shape33,shape34,shape35,shape36,shape37,shape38,shape39,shape40,shape41,shape42,shape43,shape44,shape45,shape46,shape47,shape48,shape49,shape50,shape51,shape52,shape53,shape54,shape55,shape56,shape57,shape58,shape59,shape60,shape61,shape62,shape63,shape64,texture1,texture2,texture3,texture4,texture5,texture6,texture7,texture8,texture9,texture10,texture11,texture12,texture13,texture14,texture15,texture16,texture17,texture18,texture19,texture20,texture21,texture22,texture23,texture24,texture25,texture26,texture27,texture28,texture29,texture30,texture31,texture32,texture33,texture34,texture35,texture36,texture37,texture38,texture39,texture40,texture41,texture42,texture43,texture44,texture45,texture46,texture47,texture48,texture49,texture50,texture51,texture52,texture53,texture54,texture55,texture56,texture57,texture58,texture59,texture60,texture61,texture62,texture63,texture64
928,Viburnum_Tinus,0.033203,0.046875,0.035156,0.003906,0.007812,0.042969,0.066406,0,0.005859,0.064453,0.035156,0.001953,0.042969,0,0.003906,0,0.033203,0.005859,0.017578,0.013672,0.015625,0.001953,0,0,0,0.023438,0,0.013672,0.009766,0.011719,0,0,0.042969,0,0.039062,0.035156,0.021484,0.044922,0.003906,0.003906,0,0.021484,0.007812,0.005859,0.017578,0.001953,0.025391,0.011719,0,0.009766,0.044922,0,0.027344,0.001953,0.023438,0,0.009766,0.025391,0.013672,0.007812,0.001953,0,0.011719,0.001953,0.00050738,0.00049496,0.00047451,0.00044984,0.00042493,0.00040835,0.00039194,0.00037403,0.00035034,0.00032957,0.000309,0.00029038,0.00028197,0.00027373,0.00027185,0.00027704,0.00028471,0.00029374,0.00030965,0.00032466,0.00034072,0.00035706,0.00036768,0.00038652,0.00039785,0.00041219,0.00042262,0.00044336,0.00046514,0.00050315,0.00054625,0.00059038,0.00060503,0.00055646,0.00051445,0.00047439,0.00044738,0.00043166,0.00041726,0.00040503,0.00038765,0.00037927,0.00036541,0.00035203,0.00034029,0.00033593,0.00033054,0.00032072,0.00031351,0.00030329,0.00029294,0.00028853,0.00029268,0.00029326,0.00030187,0.00031679,0.00033123,0.00034891,0.00036976,0.00038974,0.00041301,0.00043798,0.0004712,0.00048108,0.047852,0.009766,0.003906,0.014648,0.007812,0.009766,0.038086,0.010742,0.009766,0.024414,0.000977,0,0.014648,0.032227,0,0,0.001953,0.020508,0.02832,0.011719,0,0.00293,0.025391,0.004883,0.030273,0.005859,0.010742,0.025391,0.038086,0.015625,0.025391,0,0,0.019531,0.008789,0,0,0.02832,0.035156,0.035156,0,0.004883,0.03418,0.012695,0.023438,0.022461,0.041992,0.004883,0.020508,0.036133,0,0.007812,0.007812,0.013672,0.00293,0,0.045898,0.009766,0.036133,0,0,0.003906,0.023438,0.048828
931,Olea_Europaea,0.011719,0.003906,0.025391,0.10156,0.013672,0.083984,0.011719,0,0.001953,0.029297,0.019531,0.001953,0.001953,0.005859,0,0,0.039062,0.007812,0.019531,0.027344,0,0,0,0,0.003906,0.023438,0,0.023438,0.013672,0.066406,0,0.001953,0.037109,0,0.005859,0.019531,0.03125,0.007812,0,0.001953,0.025391,0.035156,0.007812,0.035156,0.066406,0.001953,0.001953,0,0,0,0.001953,0,0.017578,0.009766,0,0,0.021484,0.048828,0.048828,0.013672,0,0,0.021484,0,0.00044778,0.00046069,0.00048987,0.00047214,0.00048573,0.00051748,0.00049012,0.00052396,0.00053616,0.00055443,0.00055293,0.00057441,0.00059397,0.00061953,0.00060079,0.00060616,0.00059422,0.0005652,0.00056524,0.00054542,0.00051874,0.00052037,0.00049241,0.00048846,0.00048464,0.00045694,0.00047196,0.00046842,0.00045355,0.00045665,0.00049242,0.00048235,0.00047268,0.00047102,0.00046235,0.00050296,0.00051035,0.0005165,0.00053165,0.00054672,0.00056683,0.00057056,0.00057369,0.00058139,0.00057562,0.00061576,0.00061748,0.00057566,0.00056557,0.00055711,0.0005446,0.00053608,0.00052685,0.00050574,0.00048537,0.00048716,0.00048952,0.00049293,0.00049475,0.00048822,0.00043619,0.00045476,0.00047816,0.00049103,0.064453,0.018555,0,0.018555,0,0,0.029297,0,0,0.2373,0,0,0,0,0,0,0,0.017578,0.026367,0,0,0,0.006836,0.033203,0.086914,0.017578,0.052734,0,0,0,0,0,0.027344,0.003906,0,0,0.012695,0.000977,0.089844,0.068359,0.042969,0,0.006836,0.016602,0.006836,0.00293,0.001953,0,0.000977,0,0,0,0.025391,0,0,0,0.00293,0.026367,0.038086,0.000977,0,0,0,0.014648
932,Cornus_Controversa,0.080078,0.11133,0.009766,0.003906,0,0.10352,0.007812,0.001953,0.007812,0.027344,0.0625,0.001953,0.11914,0.001953,0,0,0.005859,0.017578,0.003906,0.019531,0.003906,0,0,0.001953,0.001953,0.019531,0,0,0.015625,0.001953,0,0,0.039062,0.001953,0.041016,0.050781,0.003906,0.007812,0,0,0,0.023438,0,0.001953,0.011719,0,0.007812,0,0,0.003906,0.070312,0.001953,0,0,0.003906,0,0.015625,0.029297,0.005859,0.015625,0.003906,0.001953,0.027344,0,0.00098814,0.00092741,0.00086416,0.00079612,0.00075603,0.00074188,0.00070144,0.00065898,0.00060152,0.000547,0.00050465,0.00046413,0.00043236,0.00039282,0.00034222,0.00031298,0.00030677,0.00032007,0.00033913,0.00036195,0.00037091,0.00039003,0.00045383,0.00048426,0.00052435,0.00057144,0.00060077,0.00061967,0.00067076,0.00072279,0.0007562,0.00079686,0.00084182,0.00078118,0.00073666,0.00069803,0.00064483,0.00058646,0.00055351,0.0005393,0.00048615,0.00043737,0.0004193,0.0004177,0.00040373,0.00038396,0.00036157,0.00034048,0.00036234,0.00039923,0.00042072,0.00043815,0.00045219,0.00050968,0.00055179,0.00058405,0.0006395,0.00069486,0.00072245,0.00074253,0.0007684,0.00083191,0.00089515,0.00096342,0.009766,0.03125,0.043945,0,0.079102,0,0.009766,0.091797,0.010742,0,0,0.009766,0.006836,0.019531,0,0.00293,0.023438,0.00293,0,0.032227,0,0,0.098633,0,0,0,0.000977,0.053711,0.025391,0.00293,0.023438,0,0,0.015625,0.003906,0,0,0.060547,0,0.003906,0,0.007812,0,0,0.094727,0.03125,0.036133,0.03418,0.00293,0.008789,0,0.009766,0,0,0.007812,0,0.080078,0,0.008789,0,0,0,0.012695,0.001953
933,Populus_Adenopoda,0.017578,0.009766,0.039062,0.039062,0.017578,0.021484,0.044922,0.003906,0.005859,0.041016,0.019531,0.001953,0.052734,0.001953,0.005859,0,0.023438,0.03125,0.005859,0.027344,0,0,0,0.003906,0,0.021484,0,0.033203,0.029297,0.060547,0.005859,0,0.019531,0.003906,0.009766,0.007812,0.039062,0.021484,0.011719,0.009766,0.009766,0.011719,0.001953,0.03125,0.013672,0.007812,0.003906,0,0,0.007812,0.021484,0.001953,0.056641,0.003906,0.029297,0,0.023438,0.015625,0.041016,0.001953,0.001953,0,0.027344,0,0.00059206,0.0006131,0.00060783,0.0006093,0.00062629,0.00064221,0.00065714,0.00065962,0.00067799,0.00068884,0.00066333,0.00068858,0.00069278,0.00070704,0.00068862,0.0006959,0.00068694,0.00066887,0.0007613,0.00069169,0.00063603,0.00064177,0.00064619,0.00064756,0.00065804,0.00065742,0.00063917,0.00062857,0.00062514,0.00060214,0.00061862,0.00061043,0.00060807,0.00059661,0.0006101,0.00060536,0.00060978,0.00062521,0.00062502,0.00063616,0.00065025,0.00067882,0.0006702,0.00067631,0.00068859,0.00068348,0.00069194,0.00071431,0.00074921,0.00076383,0.0007527,0.00071426,0.00069305,0.00066814,0.00064708,0.00064559,0.00064005,0.00061103,0.00060516,0.00059807,0.00058397,0.00058438,0.00060138,0.00059388,0,0,0,0,0,0.000977,0,0,0,0,0.063477,0,0,0,0.63574,0,0.000977,0,0,0,0,0.005859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000977,0.007812,0.18652,0,0,0,0,0.041992,0,0.004883,0,0.027344,0,0.022461,0.000977,0
934,Quercus_x_Turneri,0.009766,0.037109,0.005859,0.007812,0.007812,0.027344,0.019531,0,0.005859,0.019531,0.056641,0.009766,0.078125,0,0.005859,0,0.007812,0.044922,0.025391,0.005859,0.005859,0.013672,0,0.035156,0,0.011719,0.001953,0.009766,0.048828,0,0.005859,0.001953,0.025391,0,0.001953,0.023438,0.001953,0.007812,0.009766,0,0,0.035156,0.046875,0.001953,0.042969,0,0.015625,0.039062,0,0.013672,0.068359,0,0.03125,0,0.011719,0.005859,0.001953,0.056641,0.007812,0.015625,0.001953,0.003906,0.015625,0.003906,0.00043459,0.00037525,0.00032554,0.00028888,0.00029945,0.00029516,0.00030432,0.00024617,0.00020754,0.00016038,0.00012983,0.00016521,0.00022055,0.00028086,0.000335,0.00030477,0.00029239,0.00034787,0.0003766,0.00032428,0.00026499,0.00018853,0.00014188,0.00018688,0.00024861,0.0003101,0.00036426,0.00034727,0.00033634,0.00039527,0.00042506,0.00036584,0.00034322,0.00028228,0.00026936,0.00031274,0.00033418,0.00027195,0.00023037,0.00015839,0.000087257,0.000075676,0.00014297,0.00021273,0.00026581,0.00032768,0.00030241,0.00029764,0.00023934,0.00027183,0.0003201,0.00027046,0.00021881,0.00018052,0.00017966,0.00023143,0.00025589,0.00029147,0.00033306,0.00033047,0.00035234,0.00033262,0.00035698,0.00041315,0.010742,0.004883,0.022461,0,0.040039,0.000977,0.011719,0.017578,0.015625,0.006836,0,0.00293,0.016602,0.018555,0,0.019531,0.001953,0.009766,0.014648,0.012695,0.024414,0.001953,0.019531,0,0.001953,0.004883,0.010742,0.015625,0.058594,0.017578,0.066406,0.00293,0,0.033203,0.013672,0.007812,0,0.026367,0.00293,0.003906,0,0.033203,0.004883,0.051758,0.009766,0.03418,0.030273,0.049805,0.008789,0.033203,0,0.010742,0,0.03125,0.12305,0,0.00293,0,0.011719,0,0.005859,0.000977,0.005859,0.011719
936,Quercus_Texana,0,0,0.064453,0.12695,0.015625,0,0,0,0.009766,0.001953,0.003906,0.017578,0.003906,0.039062,0.015625,0,0.003906,0.017578,0.013672,0.001953,0.013672,0,0,0,0.015625,0.013672,0.001953,0.039062,0.068359,0.001953,0.003906,0.001953,0,0,0,0.001953,0.019531,0.066406,0.013672,0,0.007812,0.023438,0.009766,0.005859,0.042969,0.003906,0.052734,0.017578,0.009766,0,0,0,0.015625,0.013672,0,0.001953,0,0.029297,0.14453,0.011719,0,0,0.009766,0.001953,0.00051256,0.00044474,0.00038109,0.00035326,0.00028489,0.00022141,0.00016828,0.00015501,0.00021144,0.00028082,0.00034048,0.00040748,0.00042602,0.00040265,0.00040697,0.00044076,0.00050792,0.00044392,0.00042915,0.00043486,0.00041587,0.00035421,0.00028659,0.00022484,0.00019592,0.0002209,0.00027555,0.00033883,0.00040333,0.00043729,0.00050459,0.00054789,0.00048089,0.00041529,0.00036456,0.00029635,0.00022504,0.00015563,0.00010035,0.00013113,0.00019239,0.00025919,0.00033228,0.00040298,0.00040734,0.00039888,0.00046866,0.00052674,0.00058792,0.00052013,0.00045734,0.00040166,0.00042192,0.00038347,0.00030371,0.00022659,0.00017168,0.00014018,0.00019877,0.00026475,0.00033246,0.00038065,0.00044653,0.0005139,0.004883,0.001953,0.041992,0.001953,0.033203,0,0.008789,0.032227,0.000977,0.000977,0.008789,0,0.017578,0.006836,0,0.003906,0,0.012695,0.001953,0.030273,0,0.015625,0.005859,0.00293,0.025391,0.000977,0.000977,0.064453,0.005859,0.032227,0.00293,0.084961,0,0.027344,0.036133,0.095703,0,0.043945,0.010742,0.004883,0,0.023438,0.011719,0,0.012695,0.025391,0.020508,0.013672,0.03125,0.008789,0.010742,0.017578,0.003906,0.010742,0.009766,0.042969,0.004883,0.00293,0.02832,0,0.020508,0.000977,0.000977,0.02832
937,Pterocarya_Stenoptera,0,0,0.033203,0.001953,0.050781,0,0.011719,0,0,0.005859,0.001953,0.029297,0.001953,0.005859,0.050781,0,0.009766,0.003906,0.003906,0.003906,0.011719,0.009766,0,0,0.005859,0.015625,0.005859,0.021484,0,0.023438,0.042969,0.021484,0.003906,0,0,0.013672,0.011719,0.060547,0.056641,0.050781,0.007812,0.001953,0.005859,0.039062,0.003906,0.048828,0.097656,0.054688,0.017578,0,0.001953,0,0.023438,0.042969,0.037109,0.017578,0.003906,0,0.011719,0.007812,0,0,0.005859,0,0.0010438,0.00097218,0.00091025,0.00086856,0.00080976,0.00075338,0.00070191,0.00065081,0.00060246,0.00055858,0.00051984,0.00048459,0.00045842,0.00044003,0.00042401,0.00041979,0.00042155,0.0004264,0.00044052,0.00046338,0.00049633,0.00053177,0.00056575,0.00061297,0.00066633,0.00072528,0.00078757,0.00084986,0.00091735,0.0009858,0.0010554,0.0011269,0.0011291,0.0010573,0.00098647,0.00091765,0.00085166,0.0007865,0.0007247,0.0006656,0.00061602,0.00056948,0.00052883,0.00049268,0.00046616,0.00043981,0.00043333,0.00042115,0.00041788,0.00042981,0.00044708,0.00046382,0.00048859,0.00051842,0.00055703,0.00060434,0.00065272,0.00070534,0.0007609,0.00081971,0.00088249,0.00092937,0.0010007,0.0010722,0,0.000977,0,0.017578,0,0.017578,0,0,0.020508,0,0,0,0.003906,0.058594,0,0,0,0,0.003906,0,0,0.000977,0.003906,0.069336,0.000977,0.040039,0,0,0.003906,0.005859,0.03125,0,0.15332,0,0,0,0.29688,0,0,0.000977,0,0,0,0,0,0,0,0,0.054688,0.00293,0,0.001953,0.10254,0.005859,0,0,0,0.02832,0.009766,0.017578,0,0.00293,0.042969,0
938,Quercus_Ellipsoidalis,0,0,0.056641,0.13672,0,0,0,0,0.007812,0,0.005859,0.023438,0.003906,0.005859,0.013672,0,0.005859,0.019531,0.03125,0.005859,0.021484,0,0,0,0.009766,0.007812,0,0.033203,0.087891,0.005859,0,0,0.005859,0,0,0.001953,0.023438,0.029297,0.021484,0.003906,0.007812,0.029297,0.029297,0.003906,0.064453,0.001953,0.035156,0.005859,0.001953,0.001953,0.001953,0,0.017578,0.019531,0,0,0.003906,0.027344,0.13477,0.035156,0,0,0.009766,0,0.00044309,0.00041898,0.0003897,0.00035013,0.0003189,0.00036227,0.00031374,0.0003365,0.00038792,0.00042151,0.00044139,0.00044869,0.00045994,0.0004456,0.00044585,0.00041891,0.00042125,0.00042359,0.00040361,0.00041273,0.00039677,0.00038303,0.0003819,0.00037072,0.00037615,0.00038918,0.00035738,0.00037468,0.0003406,0.00038072,0.00037705,0.00039191,0.00040134,0.00041941,0.00043061,0.00046191,0.00050524,0.00055842,0.00055413,0.00049593,0.00046606,0.00042685,0.00041419,0.0004066,0.00040537,0.00037245,0.00038067,0.00035831,0.00037619,0.00038384,0.00036764,0.0003875,0.00038518,0.00037412,0.0003879,0.00040558,0.00040172,0.00041168,0.00042755,0.00041684,0.00043143,0.00042427,0.00045607,0.00046206,0.03418,0.004883,0.006836,0.009766,0,0,0.020508,0.005859,0.010742,0.007812,0.001953,0,0.025391,0.040039,0,0.010742,0,0.009766,0.055664,0.007812,0.052734,0.066406,0.001953,0.000977,0.049805,0,0.001953,0.008789,0.014648,0.021484,0.004883,0.026367,0.000977,0.00293,0.020508,0.046875,0,0.004883,0.019531,0.056641,0,0.045898,0.013672,0.000977,0.026367,0.001953,0.025391,0,0.018555,0.02832,0.004883,0.054688,0.00293,0.006836,0,0,0.011719,0,0.027344,0,0.041016,0.001953,0.006836,0.026367
939,Cornus_Macrophylla,0.039062,0.072266,0.023438,0.005859,0,0.095703,0.021484,0,0.001953,0.041016,0.058594,0.001953,0.060547,0.001953,0,0,0.021484,0.023438,0.007812,0.017578,0.001953,0.001953,0.003906,0.009766,0.001953,0.013672,0,0,0.025391,0.005859,0.001953,0.003906,0.035156,0.005859,0.021484,0.054688,0.013672,0.009766,0,0.001953,0,0.025391,0.003906,0.001953,0.029297,0.003906,0.007812,0,0,0,0.046875,0,0.019531,0,0.009766,0,0.015625,0.064453,0.017578,0.007812,0,0,0.033203,0.005859,0.00096355,0.00090382,0.00084773,0.00079065,0.00073351,0.00067787,0.00062408,0.0005703,0.00051525,0.00046219,0.00041133,0.00036303,0.00032131,0.00027845,0.00024315,0.0002274,0.00021546,0.00022371,0.00025039,0.00028907,0.00033384,0.00038065,0.00042821,0.00047389,0.00052975,0.00058745,0.00064558,0.00070485,0.00076482,0.00082607,0.00088661,0.00093093,0.00093279,0.00087629,0.00082274,0.00076571,0.000708,0.00065057,0.00059704,0.0005404,0.00048322,0.00042426,0.00037453,0.00031972,0.00026856,0.00023089,0.0002001,0.00018909,0.00019616,0.00022147,0.00025963,0.00030681,0.00035767,0.00041091,0.00046378,0.00052048,0.00057698,0.00063457,0.00069069,0.00075045,0.00081066,0.00087186,0.00093202,0.00099499,0,0.051758,0.078125,0,0,0.003906,0,0.008789,0.085938,0,0,0,0.007812,0.12695,0,0.030273,0.022461,0.016602,0,0.070312,0.000977,0.075195,0.001953,0,0.006836,0,0,0.009766,0.037109,0.010742,0.00293,0.003906,0,0,0.03418,0.00293,0,0.001953,0,0,0,0.017578,0.006836,0,0.00293,0.001953,0.022461,0,0.03125,0.079102,0,0.050781,0.000977,0,0,0,0.005859,0,0.060547,0,0,0,0.019531,0.008789
942,Tilia_Tomentosa,0.001953,0.005859,0.035156,0.007812,0.023438,0.003906,0.025391,0.003906,0.003906,0.021484,0.011719,0.015625,0.007812,0,0.021484,0,0.015625,0.007812,0.007812,0.007812,0.037109,0.007812,0,0.005859,0.007812,0.019531,0,0.021484,0.011719,0.017578,0.035156,0.007812,0.011719,0.003906,0,0.011719,0.015625,0.058594,0.048828,0.021484,0.03125,0.011719,0.035156,0.027344,0.007812,0.011719,0.054688,0.039062,0.017578,0.027344,0.011719,0.001953,0.044922,0.015625,0.027344,0.017578,0.009766,0.007812,0.019531,0.003906,0,0,0.003906,0,0.0004549,0.00047319,0.00048724,0.00049007,0.00050101,0.00050118,0.00050316,0.0005006,0.00050398,0.00050923,0.00050547,0.00048975,0.00046899,0.00044289,0.0004106,0.00038741,0.00036819,0.00035881,0.00038748,0.00043125,0.00037539,0.00038078,0.00042079,0.00047604,0.00051257,0.00052946,0.00052312,0.00050104,0.00048717,0.00048508,0.00048981,0.00049832,0.00049553,0.00049491,0.000491,0.00049165,0.00048847,0.00047511,0.00046531,0.00046217,0.00044261,0.00042814,0.00043221,0.00043524,0.00043425,0.0004295,0.00042941,0.00043387,0.00044528,0.00044362,0.00045857,0.00047139,0.00049714,0.00054542,0.00052783,0.00049131,0.00046563,0.0004568,0.00045009,0.00044997,0.00044301,0.00044373,0.00044931,0.00044768,0.018555,0.000977,0.00293,0.004883,0.006836,0,0.015625,0.008789,0.005859,0.027344,0.030273,0,0,0.014648,0,0,0,0,0.044922,0.00293,0,0.017578,0.001953,0.00293,0,0.007812,0.125,0,0.013672,0,0.021484,0,0,0.039062,0.001953,0,0.000977,0.017578,0.030273,0.026367,0.00293,0,0.016602,0.31055,0.000977,0.011719,0.019531,0.000977,0.000977,0.023438,0.00293,0,0.005859,0.035156,0.047852,0,0,0.000977,0.005859,0,0,0.013672,0,0.008789
944,Quercus_Kewensis,0,0,0.076172,0.044922,0.011719,0,0.041016,0.005859,0,0.027344,0.001953,0.009766,0.013672,0,0.025391,0,0.017578,0.001953,0.011719,0.023438,0.019531,0,0,0,0,0.054688,0,0.019531,0.019531,0.042969,0.003906,0,0.039062,0.001953,0,0.025391,0.029297,0.037109,0.019531,0,0.005859,0.021484,0.013672,0.009766,0.029297,0.007812,0.052734,0.017578,0,0,0.007812,0,0.054688,0.003906,0.017578,0,0.027344,0.017578,0.037109,0.029297,0.001953,0,0.019531,0,0.00049512,0.00044271,0.00043167,0.00041847,0.00040771,0.00039533,0.00036673,0.0003697,0.00035025,0.00032563,0.00031235,0.0003107,0.00031039,0.00030292,0.00029842,0.00029,0.00030155,0.00030501,0.00031351,0.00031827,0.00032266,0.00032927,0.00032344,0.00033298,0.00035964,0.00036171,0.00038354,0.00039951,0.00042009,0.00044936,0.00047582,0.00051589,0.00055316,0.00050465,0.00047278,0.00044176,0.00041087,0.00036359,0.00037701,0.00037007,0.00034779,0.000353,0.00035103,0.00033769,0.00032527,0.00030588,0.00029073,0.00029149,0.00027857,0.00029088,0.00029211,0.0002955,0.00029858,0.00030981,0.00032783,0.00032482,0.00034025,0.00036371,0.00039116,0.00041035,0.00041228,0.00042409,0.00043006,0.00046385,0.088867,0.009766,0.00293,0.003906,0.000977,0.012695,0.10742,0.007812,0.044922,0.009766,0.001953,0,0.016602,0,0,0.010742,0.016602,0.00293,0.066406,0.017578,0,0.000977,0.018555,0.003906,0.021484,0.006836,0.008789,0.004883,0.009766,0.011719,0.018555,0,0.000977,0.021484,0.009766,0,0.001953,0.039062,0.02832,0.055664,0,0.00293,0.006836,0.001953,0.038086,0.016602,0.025391,0,0.012695,0.020508,0,0,0.004883,0.044922,0.000977,0,0.041016,0.001953,0.020508,0,0,0.003906,0.029297,0.042969
948,Quercus_Canariensis,0.005859,0.009766,0.019531,0.005859,0.007812,0.001953,0.025391,0,0.003906,0.015625,0.039062,0.009766,0.029297,0.011719,0.015625,0,0.029297,0.023438,0.027344,0.009766,0.033203,0.013672,0,0.042969,0.007812,0.017578,0.009766,0.009766,0.035156,0.001953,0.007812,0,0.025391,0,0.003906,0.003906,0.007812,0.021484,0.017578,0,0,0.013672,0.080078,0,0.035156,0.003906,0.019531,0.041016,0,0.046875,0.029297,0.001953,0.044922,0,0.041016,0.009766,0.005859,0.017578,0.019531,0.015625,0,0.009766,0.009766,0.003906,0.00085548,0.00091732,0.00089826,0.00083594,0.00077582,0.0007336,0.00068516,0.00064556,0.00061293,0.00059177,0.00056843,0.00053845,0.00051641,0.00050577,0.0004898,0.00048115,0.00048742,0.00048944,0.00049169,0.00051065,0.00054041,0.00056006,0.00055693,0.00055937,0.00057782,0.00060067,0.0006208,0.00062844,0.00066323,0.00068959,0.00073404,0.00076214,0.00080227,0.00083131,0.00077899,0.00073495,0.00070583,0.00066873,0.00064437,0.00060751,0.00057119,0.00056582,0.00054546,0.00051154,0.000496,0.00047181,0.00046156,0.0004809,0.00048885,0.00050408,0.00050753,0.00052714,0.00053607,0.00055238,0.00056678,0.00057858,0.00062093,0.00064598,0.00067947,0.00069619,0.00070992,0.00074627,0.00077833,0.00081022,0.001953,0.040039,0.005859,0,0.10352,0.051758,0.006836,0.067383,0.018555,0,0,0.027344,0.019531,0.006836,0,0,0.020508,0.004883,0,0.026367,0,0.001953,0.10156,0.000977,0.000977,0,0,0.001953,0.004883,0.019531,0.000977,0,0,0.011719,0.011719,0,0,0.061523,0.000977,0,0,0.000977,0.001953,0.000977,0.1084,0.036133,0.024414,0.081055,0.017578,0.003906,0,0,0,0.00293,0.024414,0,0.041016,0,0.006836,0,0,0,0.015625,0.013672
949,Acer_Pictum,0.005859,0.001953,0.025391,0.11328,0.001953,0,0.001953,0,0.013672,0.005859,0.027344,0.001953,0.044922,0.013672,0.001953,0,0.015625,0.054688,0.037109,0.007812,0.011719,0.001953,0,0.003906,0.003906,0.011719,0,0.011719,0.078125,0.007812,0.003906,0,0.013672,0,0,0.023438,0.009766,0.009766,0.001953,0,0.001953,0.054688,0.007812,0.001953,0.099609,0.001953,0.007812,0,0.003906,0.015625,0.017578,0.007812,0.001953,0.001953,0,0,0.005859,0.10352,0.064453,0.015625,0.001953,0.001953,0.009766,0.003906,0.00070016,0.00071791,0.00077113,0.00072659,0.00068092,0.00068171,0.00065728,0.00071199,0.00067672,0.0006578,0.00069785,0.00072087,0.00070172,0.00073225,0.00072453,0.00072506,0.00074017,0.00079259,0.00086994,0.0008855,0.00081253,0.00074925,0.00074578,0.00073653,0.00072978,0.00070209,0.00071936,0.00067819,0.00066553,0.00069704,0.00069995,0.00066981,0.00069319,0.00074675,0.00072226,0.00074331,0.00075132,0.00078596,0.00072408,0.00067259,0.00067066,0.00066002,0.00068684,0.00069212,0.00064899,0.00064196,0.00068725,0.00070215,0.00074767,0.00081545,0.0008899,0.00083885,0.00078259,0.00072923,0.00068372,0.00067309,0.00068611,0.00071424,0.0006664,0.00065707,0.00070241,0.00075637,0.00071656,0.00072138,0.000977,0.007812,0.012695,0.000977,0.073242,0,0.005859,0.053711,0.006836,0.001953,0,0.019531,0,0.016602,0,0,0.001953,0.000977,0.003906,0.014648,0,0.004883,0.02832,0.009766,0.001953,0,0.024414,0.007812,0.024414,0.001953,0.022461,0.003906,0,0.046875,0.007812,0,0,0.019531,0.011719,0.009766,0,0,0.008789,0.12109,0.020508,0.041016,0.008789,0.050781,0.000977,0.02832,0,0.000977,0.000977,0.012695,0.21484,0,0.021484,0,0.008789,0,0,0,0,0.012695
951,Quercus_Semecarpifolia,0.017578,0.019531,0.09375,0.007812,0.001953,0.048828,0.021484,0,0.013672,0.021484,0.035156,0.005859,0.074219,0.011719,0.009766,0,0.019531,0.019531,0.003906,0.001953,0.001953,0.001953,0,0.007812,0.017578,0.009766,0.003906,0.011719,0.027344,0.003906,0.001953,0.001953,0.019531,0,0.017578,0.021484,0.029297,0.064453,0.005859,0.001953,0,0.001953,0.037109,0.001953,0.017578,0.005859,0.044922,0.007812,0.001953,0.001953,0.052734,0,0.011719,0,0.025391,0.001953,0.009766,0.021484,0.025391,0.011719,0,0.005859,0.029297,0.005859,0.00079433,0.00074862,0.00071383,0.00067647,0.00063506,0.00059582,0.00055574,0.0005186,0.00048083,0.00044767,0.00041395,0.00038396,0.00035732,0.00032918,0.00030527,0.00028983,0.00028577,0.00028738,0.00029909,0.00031289,0.00033269,0.00035541,0.00038976,0.00041992,0.00045233,0.00048816,0.00052553,0.00056358,0.00060532,0.00065129,0.00069551,0.00072862,0.00073163,0.00070758,0.0006694,0.000632,0.00059391,0.00055675,0.00051778,0.00048293,0.00044844,0.00042069,0.00039174,0.00036884,0.00034189,0.00032511,0.00031086,0.00029809,0.00029685,0.00029974,0.00030714,0.00032063,0.00034419,0.00037553,0.00040869,0.00044508,0.00048364,0.00052469,0.00056882,0.00061162,0.0006579,0.00070289,0.00072909,0.00075212,0.041016,0.018555,0.004883,0.011719,0,0,0.017578,0.001953,0.000977,0.021484,0.03418,0,0,0,0,0,0.024414,0.014648,0.016602,0.008789,0,0.001953,0.015625,0.013672,0.058594,0.012695,0.083008,0.016602,0.039062,0.001953,0.046875,0,0.00293,0.006836,0.001953,0,0.00293,0.026367,0.050781,0.025391,0.02832,0,0.009766,0.042969,0.019531,0.020508,0.012695,0,0.007812,0.008789,0.000977,0,0.023438,0.02832,0,0,0.012695,0.038086,0.022461,0,0,0.012695,0,0.086914
