ID,Review
394,In the run up to my renewal date I was contacted by five different insurance companies looking for my business. In the end I chose  because they were very helpful and thorough at making sure I got the deal that was right for me. Basically all of the top insurers products will be much the same it is the personal treatment that makes the difference. A friendly voice at the end of the phone prepared to take their time no hard sell. A good experience.
395,Bought Home insurance online and found the whole process really easy
396,This is excellent value for money its better in my pocket than someone elses and so simple and easy on the website should have done it years ago instead of staying with my old company.
397,Cheaper than the company we have been with for the last 3years and more benefits.
398,need to improve on the single point of contact to manage claim and execution of works
399,Very good value for money as regards the scope and value of coverage
400,Arranging my home insurance was so easy i thought it was Christmas
401,I will recommend  home insurance anyway. The website is easy to use and the customer service section very helpful
402,I had damaged my Nikon D800 after it fell and cracked. I contacted the  claims line to start the process. The call was very positive and informative. After the call I checked out the 3rd party name who  use on the internet. I rang them back asking if I could get my camera repaired direct through Nikon and settle the claim that way. This was due to reading negative comments about the 3rd party. A second lady said this was not possible but she more than reassured me that my camera would be dealt with professionally and if a repair was needed it would be sent to Nikon for repair. I was in contact direct with Ival (3rd party) who where helpful. The camera was collected by courier in a timely manner and at the times specified. Once received they said my camera was repairable. Two weeks later I was subsequently contacted by  who said it was beyond repair. I had paid my access to Ival. This was returned. I was paid in a timely manner by . Good overall service received.
403,The insurance process was straight forward and the  staff were very helpful
404,very helpful contact fully explained and fair honest response.
405,All the details and options available were explained thoroughly. Very helpful and friendly. Would recommend.
406,Your operator listened and advised readily immediate decisions were made to experdite the claim and thus avoid any further damage. Well impressed
407, was the cheapest by far and good and friendly service.
408,"I now have both home and car insurance with .
They provide excellent customer service and are a company you can rely on..
Always very professional and efficient!"
409,From start to finish your service from my personal experience could not be bettered. All staff provided friendly and informative advice in a clear and understanding manner. My claim was settled very quickly and the cheque received in a couple of days. I will highly recommend friends to consider  for insurance cover.
410,HAVING JUST RECEIVED MY BUILDINGS AND CONTENTS INSURANCE WHICH ALTHOUGH WITH THE SAME PROVIDER WERE SEPARATE POLICIES I WAS SURPRISED MTO RECEIVE AN UNSOLICITED TELEPHONE CVALL FROM  WISHING TO PROVIDE AN ALTERNATIVE QUOTE. THE CALLER WAS VERY HELPFUL AND POLITE AND USING MY RENEWAL NOTES I WAS ABLE TO GIVE DETAILS OF THE RENEWAL SO BEING ABLE TO COMPARE VALUES. AS IT TURNED OUT THE  QUOTE FOR ONE POLICY COVERING BOTH CONTENTS AND BUILDINGS WAS A VERY GOOD ANNUAL SAVING.
411,the service i received was very good it was processed with very quickly.i would recommendf riends and family.overall i would give this service 5 stars
412,Having never claimed on my insurance before I was feeling rather anxious when I phoned to explain that my handbag had been stolen but I was instantly put at ease by the helpful and considerate manner of the lady who took my call. The whole proccess was dealt with swiftly and very fairly. I was extremely impressed with the manner in which I was treated and the speed at which my claim was settled.  could not have improved their service in any way it was excellent.
413,The consultant who contacted me listened intently to what was my requirements were and matched them to what my existing supplier had quoted. Because we were already a customer of  she was able to offer me a very competitive quotation which we were able to accept. The transfer process to  insurance was simple and easily understood.
414,I noticed damage to my roof on Christmas Eve afternoon I rang  who took all my details and said someone would contact me in a few hours. That person range through later that day and arranged to come and see the damage on Boxing Day. He duly turned up at the agreed time. Unfortunately there was nothing he could do because of the height and the difficulty of getting to the damaged area. He told me the correct way the job should be done when a roofer was secured. A few days later (Sunday)  rang me to discuss the claim and to let me know although there were a lot of people making claims I wasnt forgotten. After Christmas I found a roofer and got an quote for the repairs rang  and got permission to go ahead. When you consider it was over the Christmas period people went out of their way to be extremely helpful and I wasnt left waiting and wondering. Thank you. Good service!
415,I used the online service over the Christmas holidays and it was very easy to select exactly what you need to cover. The online quote was very informative and easy to use.
416,matched the best price i could find but the cover was even better. very easy to set up and great staff
417,the claim for my ring was an easy and pleasant experience it has been the wait for a jewellery gift card that has been the problem after ring several times to be told its in the post then the last time i phoned to be told that nothing had been done and that if i had not have rung when i did i would still be waiting.they have said 3 to 5 working days which they said nearly 7 weeks ago !!!!!
418,good all round service good discount off my home insurance because i have a life policy already with 
419,I was very pleaded with the speed in which my claim was delt with and payment for my replacement hearing aid was quick . I had my replacment with in a week . However I spent a whole after noon on the phone trying to get it sorted . And was told that I would only get the amount my husband said he paid for original pair  which was the price we paid after discount and not the full value of the hearing aids.  would not pay me old for new.. boots gave me a quote at the full price as they where replacements and knew i was claiming through insurence and said they would deal direct with  .I finally managed to get it sorted out by  paying me direct and then I was able to get the new customer discount at boots which saved me �2000 . leason learnt when insuring you must put full replacement value and not discounted value . . Overall once sorted every one was very helpful and a I am back to fill hearing .
420,great quote and just what I needed and the purchase was simplicity itself
421,Would recommend to friends and family I find  really competitively priced and the level of cover gives me reassurance should I need to make a claim
422,I approached  with what I thought was a strange problem relating to the possibility of a drain or water main leak. From the start they responded in a positive assured and helpful manner. They quickly mobilised experts to assess (who were very good at communicating) the problem and were able to identify and resolve the problem. My first claim in many a long year which received a first class response.
423,My initial experience at completing the forms and getting a quote was good but then I realised I had entered the number of bedrooms incorrectly. If you have more than five bedrooms then the forms are more complicated and the quote jumps up dramatically. Also when I had accepted the quote I spotted that  use the dreaded 0844 numbers for customer service so you end up paying them to ring customer service. I wont be renewing my policy in 12 months time.
424,My experience with  during my claim was hassle free. They were easy to speak to extremely helpful. My claim was dealt with efficiently and resolved very quickly. Thank you .
425,I made the claim and submit the request documents but no response and progress. Poor customer service better to move policy to another insurer.
426,Could not have had a better service advisor was so helpful knew her product explained everything right down to the finest detail. Will definitely recommend them to all my family and friends!
427,Salesperson was very helpful and explained everything in detail.
428,Its always worth shopping around. I already have my car insurance with  and I got a great price for my house insurance.
429,In the extremely high winds our chimney post came crashing down to the ground narrowly missing my husbands brand new van.  e.mailed me the next day asking if they could help with anything and I called them to report the damage. They were extremely helpful and friendly giving me the options available to me. I submitted a claim with a quote from my local builder via their website. This took about 10 mins. A week later it was all paid and the money is in my account. I only wish the builder was as efficient!
430,ONLY SECOND TIME IN 75 YEARS HAVE HAD TO MAKE INSURANCE CLAIM AND ANTICIPATED PROBLEMS BUT MATTER WAS DEALT WITH SWIFTLY AND PLEASANTLY BY . HAVE RECOMMENDED THEM TO ALL MY FAMILY AND FRIENDS
431,I tried most of the other companies but found  by far the best value it is such good value that I checked it several times to make sure that I had got it right. I could have done with less options to chose from.
432,FOLLOWING DAMAGE AND MY DEALINGS WITH  THRU. THE WORRYING TIME I WAS VERY PLEASED WITH THE PROFESSIONAL WAY THEY DEALT WITH CALLS AND THE OUTCOMEEXCELLENT YRS. MR.R.G.REEVES
433,After 21 years as a house owner this was the first time I had made an insurance claim and I thought it would be a lot less straightforward than it actually was. My roof was badly damaged in the recent gales after a large chimney pot was blown off I telephoned the claims line and was dealt with in a very efficient & professional but sympathetic manner. The whole process was very quick and trouble free I was certainly surprised after some of the horror stories I have heard from people about their experiences with insurance claims. I would gladly recommend  home insurance as they certainly made what was a stressful event especially as it occurred just before Christmas as pain free as possible. Thank you to all the claims people I had contact with you did a great job.
434,Great online experience followed up by phone calls from the service team no hard sell polite and UK based call centres. Easy to do comparisons on like for like quotes with existing insurance. Tie it in with your car insurance and see the savings straight away. Really pleased how everything was sorted out no fuss no hassle no nonsense. Happy Days
435,I have just completed my first year of car insurance with . The experience I have had with customer service has been one of caring and understanding. I have renewed my car insurance and have taken out home insurance with  as well now. I faced some difficulties with payments one month  was very supportive with this situation.
436,Just one phone call was necessary to put the claim into action. Not too long to wait for the assessor who was more than helpful and explained procedures to me. Settlement of the claim was pretty prompt too.
437,Quick and efficient ! Have car ins and house insurance. Will re insure with  next time
438,Fantastic service compared to previous experience with my own assigned contact Stacey.
439,After using  for my car insurance I decided to ask for a quote for my house & contents. Im so glad I did I have now purchase my insurance with  leaving loads of allotted money still in the bank.
440,Very easy claim process satisfied with replacement through online supplier.
441,Informative website. Very easy to use. It gave me all the information I needed in order for me to decide what I wanted for my home insurance. Would always recommend  for home insurance in the future.
442,have been with this company for many many years and they have always been more than helpful understanding and prompt
443,Thanks to the team at   what was a bad flood in my kitchen just before christmas was resolved and a new floor fitted in time for a family get together. All was achieve d with the minimal fuss. Many thanks 
444,Very good quick claim can not fault  in any way got money payed back into my account within 7 days of me paying roofer to retile my roof 10/10
445,the  staff who received my first call were very pleasant in doing their job and easy to understand
446,Finding it hard to get the right sort of insurance but NO problem with  and a very reasonable price A firm thatb is also very easy to communicate with over the phone.
447,To be honest I wouldnt recommend . The process was disjointed the claim was not processed properly TWICE and I was constantly having to chase it up. The only good thing about the whole thing was the company  use for their replacement items - they were quite efficient. I was compensated for the screw-ups but I would rather have had it managed properly in the first place. The claim took around 3 weeks to process - far too long.
448,i am very pleased with the fast responce and settlment of my insurance claim after a break in at my housewhere damage was done and items were stolen.the responce by my insurance  was very good and reassuring.i would gladly reccomend  to anyone. thanks. bistokid.
449,Great cheap and all the Requirements inclusive in one policy
450, make it very easy for you to purchase insurance from them and when it comes to making a claim they are sympathetic as well as professional . I have 2 policies with them pet and house insurance and they have been very competitive.
451,A very user friendly website to navigate representing excellent value for money.
452,my claim was dealt with quickly. I received phone calls back at the time/day I was told. Everything was explained to me clearly.  were very efficient in handling my claim.
453,First class service on each phone call everyone without exception has been most helpful and courteous. Highly recommended.
454,Particularly good as I had taken out two car insurances - which in themselves were very competitive - and (near enough) matched a quote from a competitor for home insurance. So in conclusion three policies all at very keen prices!
455,"Great service at a very reasonable price. Almost half of what I payed with my previous Insurers. Highly recomended.
Very polite person offered all the information I needed to make the right choice."
456,I was informed on purchase months ago that I would receive a �3o Marks & Spencer voucher to date I have received nothing
457,"I normally use comparison sites but thought Id try  as cost is important at my age (72).Iwas pleased as I saved money on a similar policy.
Renewing was straightforward and I was pleased with the result."
458,Great customer service and easy to understand and would have no problem recommending your services to my friends.
459,Quick and easy to do online cant do a proper review as havent to make a claim
460,Within hours of making enquiries about building and contents insurance on the internet I received a phone call from . The operative was very helpful and answered all my questions. I am very pleased with my package and s service. Jabber
461,Our home renewal was due and after going on line and finding the  website it was made so easy to find all the information I needed to pick the right cover. The online form was uncomplicated to fill in and payment too. My whole experience renewing was the best one for a long time. And this was all followed by a phone call from a polite and well informed young man.
462,Very easy to set up online. Same cover as existing insurance cover but a lot cheaper
463,I shop around every year for home and car insurance and nowadays I am not loyal. Ill move somewhere else for a pound or two cheaper a month 
464,The young lady who dealt with my request and took my details was very efficient and friendly . The quote I received was very competitive and was accepted at once .
465,Well pleased at the quote. Heaven forbid but only a mis hap and the service given then will complete the satisfaction
466,I was a bit embarrassed to have to make a claim within a few months of first taking up  House Insurance but the experience couldnt have been simpler. It was all settled by dialogue and photographs and I was sent a cheque in settlement weeks before the work was actually carried out.
467,Good friendly service staff were very helpful and helped me through the procedure and sttled my claim promptly
468,good service customer service kind and helpful claim went thew with speed and ease
469,The online application form was very quick and easy to complete with a refreshing absence of complexity and jargon and the quote was very competitive. In addition the details shown in My Policy were laid out quite clearly and were easy to understand.
470, made all contents of the insurance policy plain and easy to understand. It was very clear and without confusion. You either accepted that particular area of cover or you didn`t so it was easy to know what was insured and what was not. Thank you !
471,Good comprehensive cover great service concisely explained and a very competative premium with a further incentive for a continued competative premium when my car insurance is due later this year if I switch to  for car insurance too
472,out of recent experience  the turmoil created by something happening  where you really do need your insurance to help  was quickly calmed and reasured  and indeed promptly dealt with by staff who knew exactly what need to be done. great respect to you all ... the staff at  : ) ty
473,Not sure about a few questions regarding home insurance I rang to clarify my concerns. I was assisted by a very helpful lady who not only answered all my questions but sorted out a revised policy that exactly met my needs. Thank you
474,I have been unable to access my account due to log in problems despite a lengthy telephone call and two extremely lengthy online chat sessions  with no indication of when the  IT team will resolve the problem. This is completely unsatisfactory - over two hours wasted and still unable to log in.
475,Excellent service all round. Suppliers chosen by  were efficient courteous accomodating & likeable. The only slightly negative comment I will make is the/my confusion regarding underlay. Written & verbal instructions were given about removing ALL carpet & furniture prior to fitters & new carpet turning up but no mention of what to do about underlay. Although it was agreed that all carpet would be replaced turned out that only underlay in the affected area was subject to replacement. Otherwise all good!!
476,No hassle excellent service reasonable prices often only bettered by search engines to win your business. With others watch out especially for small print & renewal premiums. With  its easy to contact a customer friendly company that cares.
477,Really easy to use the on-line or telephone systems. Staff always polite helpful and knowledgeable.
478,I made contact with  as we felt badly let down by our Insurer (both Building and Contents). Furthermore we are now covered for all eventualities we believe we may encounter and have saved a third in cost. We also have our Car Insurance with 
479,dealing with  customer services was very easy and they answered all my questions promptly
480,"My claim was for damage by an unknown driver to a flint boundary wall. Although it was a busy time following a major storm it was speedily dealt with. I was pleased that I could do everything by email including submitting photos of damage and you accepted my first quote.
I was also pleasantly surprised that you paid very speedily on the quotation without waiting till I had a receipt."
481,Have had  car insurance and made a claim service was great cant see why home insurance will be any different very pleased.
482,"Been with another major company for 5 years no claims made but they increased excess and premium. Shopping around I found the same cover required with minimum excess at  for less. I have car insurance with  and the service and price is excellent customer service very good.
Would recommend that you shop around but  for me have come up to be the cheapest for the cover required with ease to buy."
483,Checked online first before making up my mind-as one does! An easy phone call the next day and the policy was in place. Very helpful staff who answered all questions clearly. Sent me an email copy of the policy and a paper one as requested
484,Seems a reasonable level of cover for a competitive sum. Easy to buy and amend quote.
485,I found everything so simple and clearly displayed and expained which I have always received from  with all my other insurances arranged with them.
486,I had a phone call after I initially had my quote to make sure the insurance policy met my needs. When I decided to take out the policy I rang the number given and went straight through to a very friendly and helpful adviser who arranged the policy for me very quickly and efficiently. By registering for the online service I received all my policy documents within minutes. I was very impressed by the service and would certainly recommend  to other potential customers.
487,when I first put in my claim everything appeared to be going smoothly and the assessor arrive very promptly and as I thought confirmed that all would be well on my claim.However after a few days when contacted by the assessors office I was informed by the company that in their opinion the chair could not be economically repaired & would be replaced but only the 1 chair BUT the only problem with that would be that it would not match the other chairs so I subsequently cancelled my claim as I did not want a chair that did not match the set.So please read the small print which I obviously did not properly
488,easy enough as it should be. i wold recommend the product to anyone. i have only just purchased it though.
489,I thought that there might be delays or problems sorting out my claim but  were brilliant. I quickly got through to a representative (no long telephone queues) who was professional and got all the details. All then that was required was an email to send the required photos and invoice and within a week the repairs done and I was reimbursed. I can thoroughly recommend .
490,telephoned for home quotation-was easy and very helpful.
491,The claim has not been completed. I sent a letter before Christmas stating it could become a complaint and have not had a reply. I have tried to call but due to the weather claims have not been able to get through. How can a drain with cracks be left without mending it? I am a very unhappy customer.
492,I made a claim for a damaged television. Did a claim online and sent a photo. 72 hours later i got an email to give them a call ( was during xmas ). So i did. Was on the phone for less than 10 mins and they had sorted it out and arranged to transfer the money into my account. I was astonished how helpful and polite the person i dealt with was. On top of the speed it was all sorted out... Great stuff indeed
493,My worry was having a flooded kitchen and a husband who had recently had a heart attack and was getting very agitated with how it was going to be sorted out. From my first phone call I was reassured that everything would be sorted out and every single person involved continued to confirm this. Although there was a slight hick-up we are now back to normal. Thanks to all concerned especially the gentleman who took my numerous phone calls. He took every concern seriously and dealt with it within minutes. Would recommend insurance with such a company.
494,I found it really easy to buy my home insurance over the phone. The lady I spoke to was pleasant and helpful and didnt take long to deal with my application. Best of all our policy with  cost a lot less than our previous insurer had quoted us for renewal.
495,Since I have been dealing with  I have nothing but praise for the way they treat their customers
496,"Good comprehensive Cover at a. great price !
What more could you ask !
And the customer service is superb"
497,From the surveyors visit onwardseverything went like clockwork and we knew what was going to happen and when.The contractors used were goodand at finish of day would let us know the following days schedule. All in all what could have been a stressful period was made much easier by .
498,We have had car insurance for several years with  why didnt we swap our house insurance till now dont hang around like us go to  now we saved and the process was clear and simple.
499,I was with other company and paying more money. Last year I change car insurence with  than this month building insurance. with  great customer service.
500,easy purchase through fast clean simple clear website. good post-sale telephone support via quickly answered calls.
501,Great service and a great product and very quickly carried out
502,Very easy to set up & arrange what I needed. I havent had to claim yet so cant comment on that side of customer service.
503,The assessor came the next day following the theft and clearly explained the procedure of obtaining estimates for the repair of the damage. Within 7 days an estimate was accepted and the money was in our account very quickly.
504,I didnt get that much stolen a laptop 3 watches a sat nav money camera and tobacco and a TB external drive. I got paid out on everything apart from the tobacco and external hard drive. I dont know why the person dealing with me never mentioned it (bizarre really) Overhaul  managed the claim process easy and very friendly. I never had any issues with the speed of the claim or the decisions they made were very quick. I hope my insurance doesnt go up too much this year as I will stay with them if they are fair with me. (sure they will)???
505,To get a much lower quote with all the benefits of a leading insurer was a nice surprise. It was easy to complete online and all the information was easy to understand.
506,An overall positive experience which comes from dealing with a quality company and their staff.
507,My previous insurer made life difficult when I wanted to insure two laptop computers. They couldnt understand their own policy wording! A second insurer quoted a ridiculous premium when they found that our house was built in the 19th century.  was clear quick good value no hassles. The website to get quotes and to compare alternatives is second to none
508,Haive car insurance with  and now home insurance. Glitch when paying online for it but sales assistant knowledgeable and resulted in better product.
509,I was really impressed by the speed with which we were able to resolve repair and secure our house roof following the recent gales. It undoubtedly helped that we could email pictures of the damage but it was massively reassuring the way it was dealt with by the claims advisor. It took away all our worries about the possiblity of further damage to our porperty at a very unpredictable time of year.Thank you .
510,"I was so impressed how good a service I have received over the past 2 years for my 2 car insurance
policy. That I have now purchased building and contents insurance for our home.
Signing up could not have been easier."
511,Excellent customer service.Everybody I dealt with was so polite.They kept me informed as to how the claim was progressing.Completely satisfied with the service
512,Quick and easy claim the only down side was numerous requests to review the claim process. Hopefully now I have done one the e-mails will stop!
513,I was amazed at how quickly I completed all the questions and also how much money I saved compared to my previous insurance company!
514,Good insurance. Covers all my needs and more. Quick and easy to do over the Internet. Highly recommended
515,What should have been a simple claim to repair a broken foul drain turned into a painful and long drawn out debarcle that took over 5 weeks for the works to be carried out. A family of 4 without sanitation for over a month particularly disgusting for us and the poor people sent to do the work! No surprise to say insurance has gone elsewhere this year. Not the experience expected if the ads are to be believed.
516,I had to claim for a new iphone after mine got dropped in the sink it was a very easy process. The courier collected the phone from me at a place f my choice in a one hour time slot. When they couldnt repair the phone they made a bank transfer. The whole incident was resolved quickly and easily.
517,great experience purchasing my policy and great delight in telling my old 1 i would not be renewing with them as they were approx 200% dearer
518,All was very smooth however there seemed to be a minor error on my documents that I have been unable to easily amend online after the time of purchase. I would have given a higher rating if I had been able to adjust easily after the purchase.
519,Nice to Talk to a human on the phone Web site OK but there are always Questions.
520,Have 3 cars and the house with  and find their advisors to be really helpful and they deal with claims really quickly
521,We had damaged a mobile phone outside the home and from claim to resolution the process was faultless. Many thanks .
522,I needed to feel secure with my home insurance the cheapest quote I had did not suit so I went with best value quote from a leading brand name. I now feel comfortable with my insurer and the level of cover should the worst ever occur.
523,When I tried to insure this flat with  some years ago they declined on several reasons
524,Purchasing was efficient and easy - hope I do not have to claim but will comment then
525,Having just changed over to it came as a great suprise just how helpfull and friendly the advise and assistance we were given in our time of need when we had storm damage done to the family home before Christmas. We would and do recommend  to all our friends and family.
526,Excellent customer service and have. Trust in your company as having house insurance for past forty years have not to make claims so hope this continues but expect in case of an emergency trust the matter would be handled professionally
527,The entire process was handled online  progressed smoothly without hassle and was easily adjusted to achieve the exact cover I required and was very competitive. Hopefully it will never be necessary to make a claim but I believe thats when the true test of an insurance company occurs.
528,Easy renewal. I called to discuss the price and the adviser was careful to consider various options and took time to discuss why other companies might be more or less expensive.
529,Rep was so easy to confir with found it wasnt just them against me to get my money they really helped to get the best cover for the best value
530,I have a multicar insurance and I decided to ask what estimate for my Home & Contents would be. I was so surprised of the low insurance premium compared to other well known insurance companies. s customer service team were excellent and I have only praise for the service and the cost of my insurance
531,we had a break in the pipe outside the house and the company sent someone to find out where the leak wasthe staff at  were very good as were the contractors usedi could not fault any of them.It transpired that the leak was in the pavement so i neednt have used the insurance company as the water board( southern) will leak find for nothing. So i actually made an unnecessary claimbut at the time i didnt know thatt la vie
532,"good value for money
better than any other companies"
533,"A company I would not recommend. After the very first encounter which was OK it went from bad to worse.
Poor communication did not adhere to timetable for repairs. Slow or no responses to phone calls. Had to chase and chase making around 60 - 100 phone calls!! Did offer compensation at many stages (ask yourselves WHY??) and admitted giving poor service several times but this was of no help in getting my house back to a liveable state. All in all an experience I never want to go through again. Will NEVER use  again!"
534,Telephone call received after internet quote was not pushy but informative and allowed me to ask direct questions I had not been able to on line. An arranged call back happened at the time arranged and the completion of the policy was straight forward. Would recommend  for new home insurance policies due to cost but also service.
535,Although  are not on any comparison webb sites I found them to be very competetive for both car and home insurance. For the first time I have moved from my previous insurers who I have been with for many years and will continue with  if they continue to be as competetive
536,With my house renewal only days away i started to browse on line for cover as always happens you get a popup asking if you would like web chat which puts me off a bit so i usually close that site and go else where I think  may have also done that after about a hour and getting nowhere When i got a phone call from  the young lady i spoke to was really helpful went through every detail gave sound advice when asked i got the exact cover i required at a very good price. They also offered to send all relevant paper work through the post so i could read it through at my leisure also saving me having to print every thing off.
537," contact was pleasant and knowledgeable.
Was patient in my many questions on individual cover and priced the product competitively.
Enabled me to add Home cover to my Car cover at a discounted rate."
538,LOGGED IN FILLED IN DETAILS GOT A PRICE  PHONED RE A COUPLE OF MINOR QUESTIONS THEN SIGNED UP ON LINE COULDNT HAVE BEEN EASIER.
539,Pleased with the deal I have got from  - same cover as my previous insurer but considerably less paid this year. Very good website and easy to use. Hopefully If I have to claim the response will be as good - Im sure it will be
540,Having been happy to place my business elsewhere for three years the apparently inevitable hike in price arrived at renewal. Looking at the policies from  was simple. straightforward and resulted in significant savings. When will companies understand that offering to \see what we can do\ when you tell them that they are no longer required they try to take advantage comment wont apply to  in the future.
541,I found the experience with  excellent they were able to deal with my query quickly.
542,"Switched my house & contents insurance to  because discounts offered made it Best Value. Already have  multi-car and travel insurance - so good % off list price which was already competitive. Previous provider had pushed premiums up and wouldnt shift so here I am!
Even when I messed up with a specific promotion the person on the phone found a quick solution. Good service."
543,"I have all my insurance with  now House Car and Pet
The reason for this VERY competitive honest and overall Excellent always in touch to advise for eg. advise if affected by floods
Would highly recommend."
544,Such a pain free experience! Got great deal with more benefits than I expected for better price than I expected too!
545,I needed home insurance and checked with  expecting all the usual shpill. What I got was someone very helpful giving me all the details I needed and letting me make up my own mind without pressure. At least that way if Id made a mistake it would have been my own. Luckily no mistake has been made and Ive been impressed both with their service and value. Would I use them again? You bet.
546, is an easy company to deal with and provides great cover at good prices.
547,The details shown on line appear to be clear and easy to understand. The cover offered meets all my needs at a reasonable price.
548,Cant really review insurance fully until youve been through the claims procedure but the purchase experience was all fine - very good call centre staff. I have my car and home insurance with  and Im very pleased with the members area of the website and the online documents...5 stars for that bit!
549,"Being flooded is no joke.
We were very fortunate in only sustaining minimal damage to a garage in the main.
Some neighbours were not.
Our claim was handled quickly sympathetically and fairly.
The Contractors used were all helpful and courteous.
Really gratifying and what we bought Insurance for.
Thank-you!"
550,Well to be honest I did shop around many companies!!! In the end  stood head and shoulders above all the competion!!! It was a pleasure in the end to talk to people who knew exactly what the customer wants & needs!! I would recommend  to anyone who wants to treated with decency and courtesy!! Thank you !!!
551,When I first rang to make a claim for a leak in our hot water tank I was given the impression that one person would be dealing with it. In fact I spoke to a different person every time I chased the claim. As there were several problems this was not good though everybody did their best The claim was cancelled without our knowledge during the first week. We had Marley tiles under the tank which contain asbestos. One man said he was happy to leave them so we agreed (hence he cancelled the claim) but the drying machine man said he could not dry us out without the tiles being tested so a couple of weeks were wasted and so it went on. We eventually got dried out and the claim resolved. I felt I had to chase  the whole time in order to get something done and. there was lack of communication with the services needed to deal with the claim.
552,"I wish to praise  for their deaf awareness and willingness to communicate with deaf customers by email when they are unable to use the phone. This is a huge advantage and the policy was made online very smoothly. However the follow up service was a let down. Two queries about the content of the policy were ignored and I am still waiting for clarification of the issues raised in my email from the home insurance department.
Customer services has been excellent and have tried to help.
I would recommend  to deaf people and there are 7 million in the UK if I could have a more positive response to email enquiries. The 2010 Equalities Act expects services to offer the same standards to disabled people as they do to others. If questions can be answered on the phone immediately then hopefully  will endeavour to make email responses equally efficient."
553,"I was very impressed with the customer service 
very helpful and explained the policy in great detail."
554,excellent service no problem getting claim kepted me informed as to when replacement was coming etc would go with them again
555,Customer service were excellent and so fair and up front would recommend 24/7
556,Great Service and value for money easy to understand and apply on-line
557,"everything was laid out for easy consideration and the site was user friendly.
whilst not the cheapest quote i felt that  was overall worth paying a little bit more due to the uk based offices and brand reputation."
558,My claim was dealt with fairness and care. The end result was more than compensation for the damages and the process allowed customer choice to ensure a good outcome and no loose ends.
559,Person taking my call was pleasant courteous and efficient. I already know  through having an investment whereby I receive a monthly sum and so was happy to place my house insurance in their hands. Also good to receive an e-mail with advice and confirming theyre on call for any emergencies.
560,Easy and simple process really good experience happy
561,"Easy convenient and quick is how I would describe my experience with the  website. The quote was very competitive and the terms and conditions are written in every day language .
Well done ."
562,We had a large tree blown down in a recent storm which caused damage to both myself and neighbours property the storm also caused a large double glazed panel on the conservatory roof to slop and let in rain water. A call to  had a repair team to the property within 24 hours to fix the roof and the the tree removal was arranged within a week. Excellent response and a personal link to a real person who understood the situation. No fuss no hassle.
563,Simply the best experience I have had dealing with an insurance company. Excellent service great cover good price and I am confident that I am fully covered fro my needs thanks to a fantastic  representative.
564,Easier to use website---much cheaper than other quotes for comparable cover
565,"As soon as the home accident happened I looked up my policy and contacted  explaining what had happened. The very helpful staff then explained who and when wolud sort out the problem  and they would contact me directly to arrange collection of the damaged item . This happened within a day  and a practical and knowledgeable men came and collected the damaged item within a week.They kept me informed of progress and after a few months delivered a renewed & better than when it went away smart cleaned and working perfectly  together with instructions on how to restart and if needed reset it. Works perfectly and  helped to to reduce the anguish caused by the accident to a minimum .
Job well done!"
566,highly recommend to other friends in time for christmas
567,Having experienced excellent customer consideration in setting up Health Insurance with  we decided to pursue our Home Insurance with them and were not disappointed by the terms or conditions offered to us. Our experience with  underlines their customer consideration - and that is very much valued.
568,Friendly experienced staff who were very helpful. Got great deal on home insurance.
569,no pressure knowledgeable and didnt force any issues.Pleasant manner.
570,Obtaining the online compatative quote was very easy and all the required add-ons were available. Very competative premium and very simple to purchase.
571,"Very unhappy with the service given - please note the claim line costs 35 pence per minute on a Vodafone mobile - this is not acceptable to me. I complained only to be told that this is how they make money
Had to complain about the level of service and support as felt like a criminal rather than a victim of a crime
Really disappointed in the level of customer service and would not recommend them to anyone - please do not use  as I felt like I was robbed twice"
572,I recommend every one should have a building and and content cover with 
573,Good service good value ease of use on the internet discount because of another insurance
574,We have been insured by a different company for a couple of years and decided to seek quotes from other companies. s quote was less that we pay at present and included extras such as accidental cover that is not included in our current policy. Excellent value for money and service that can be relied upon.
575,I would like to take this opportunity to say how satisfied we were after the horrible accident at home. Just a phone call to yourselves was all it took to start the ball rolling. Then everything was sorted and all we had to was complete a claims form and reply to a couple of phone calls. How easy is that? Thank you so much for making claims so non stress related.
576,We had the misfortune to have a leak in our bathroom which caused the kitchen ceiling to be damaged as well. From when I first called in to  to the finish of the claim we were treated sympathetically and fairly. The men who came to our house were very polite and did a fantastic job. There was no mess as they cleaned as they worked. I cant praise the guys enough. Well done to them and well done  for helping us when we needed them.
577,Policies info received quickly. Easy to set up! Hassle free purchase.
578,Used on-line facility which I found easy to use. Insurance cover seems really good compared to some other companies. So far so good. However you can only judge an insurance company properly on how well a claim is dealt with should you need to make one.
579,Wrong advice and poor service from my one and only claim I will not be using  insurance again I expected more from a well known companywas left very disappointed in  would not recommend the company. I felt  should have taken full responsibility for the errors they admitted making and paid full compensation not the paltry sum they did pay
580,Got a quote online. Phoned and spoke to someone who explained the details of the policy. No pressure. Had previously been with  but left. Have now returned.
